Doc. No.,Title,Description,Registered by,Registered date,Status,subcategory
2022759753,Certification of Attendance (Leadership Seminar),Confirmation list of students who completed the OVCSA leadership training.,leadership.unit,25/10/2022 14:55,Sent to VCs,Student Services: Financial & Welfare Management                           
2022759883,Financial Aid Check Request,"Request for check issuance for PhP 10,000 tuition assistance grant.",welfare.unit,27/09/2022 4:20,Sent to CASHIER,Student Services: Financial & Welfare Management                           
2022761224,Policy Draft: Drug-Free Campus Policy,Revised policy submission following consultation with City Health Office.,discipline.cmt,09/11/2022 8:01,Sent to Legal Office,Student Services: Financial & Welfare Management                           
2022762954,Request for University Band Performance,Request for the official band to perform at the University Foundation Day event.,culture.staff,01/04/2022 23:14,Sent to Culture & Arts,Student Services: Financial & Welfare Management                           
2022763675,Renewal Form: Student Loan Agreement,Form submitted by student renewing agreement for repayment of university loan.,scholarships.unit,15/11/2022 16:51,Received by OVCSA,Student Services: Financial & Welfare Management                           
2022764260,DV# 126260 - Payment to Guidance Counselor,Payment of professional fee to part-time external guidance counselor.,ovcsa.staff,26/06/2022 5:08,Received by CASHIER,Student Services: Financial & Welfare Management                           
2022769110,Student Organization Constitution Review,Legal assessment of proposed amendments to the student body constitution.,legal.office,31/03/2022 18:30,Sent to OVCSA,Student Services: Financial & Welfare Management                           
2022769492,Memo re: Final Grades for Scholarship Retention,Request to the Registrar for certified grades of all current scholars (Q2 check).,scholarships.unit,04/01/2022 23:12,Sent to Registrar,Student Services: Financial & Welfare Management                           
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
